timestamp,open,high,low,close,volume
2024-11-15 17:52:00,142.0700,142.1000,142.0303,142.0900,9516
2024-11-15 17:51:00,142.0300,142.0700,142.0200,142.0400,3846
2024-11-15 17:50:00,142.0300,142.0500,142.0200,142.0300,5360
2024-11-15 17:49:00,142.0550,142.0600,142.0100,142.0400,9929
2024-11-15 17:48:00,142.0500,142.0600,142.0400,142.0550,811
2024-11-15 17:47:00,142.0300,142.0500,142.0200,142.0300,3881
2024-11-15 17:46:00,142.0268,142.0500,142.0100,142.0300,2271
2024-11-15 17:45:00,142.0400,142.0500,142.0100,142.0100,5151
2024-11-15 17:44:00,142.0500,142.0500,142.0200,142.0500,3099
2024-11-15 17:43:00,142.0400,142.0500,142.0200,142.0500,3738
2024-11-15 17:42:00,142.0400,142.0700,142.0400,142.0400,4337
2024-11-15 17:41:00,142.0600,142.0700,142.0200,142.0550,4323
2024-11-15 17:40:00,142.0450,142.0800,142.0300,142.0800,2221
2024-11-15 17:39:00,142.0495,142.0600,142.0200,142.0300,3586
2024-11-15 17:38:00,142.0500,142.0600,142.0200,142.0500,2921
2024-11-15 17:37:00,142.0700,142.0800,142.0500,142.0600,2337
2024-11-15 17:36:00,142.0700,142.0900,142.0500,142.0600,1589
2024-11-15 17:35:00,142.0950,142.1000,142.0500,142.0500,9575
2024-11-15 17:34:00,142.0800,142.1000,142.0800,142.1000,5942
2024-11-15 17:33:00,142.0997,142.1000,142.0800,142.0900,10018
2024-11-15 17:32:00,142.0900,142.1100,142.0700,142.0950,7105
2024-11-15 17:31:00,142.0700,142.0900,142.0500,142.0800,4731
2024-11-15 17:30:00,142.0500,142.0900,142.0325,142.0600,6527
2024-11-15 17:29:00,142.0700,142.0800,142.0300,142.0700,7542
2024-11-15 17:28:00,142.0300,142.0600,142.0200,142.0500,5104
2024-11-15 17:27:00,142.0300,142.0300,142.0100,142.0300,4791
2024-11-15 17:26:00,142.0300,142.0300,142.0100,142.0300,5296
2024-11-15 17:25:00,142.0100,142.0300,142.0000,142.0100,3645
2024-11-15 17:24:00,142.0200,142.0300,142.0000,142.0300,14934
2024-11-15 17:23:00,142.0100,142.0400,142.0000,142.0200,8292
2024-11-15 17:22:00,142.0300,142.0300,142.0050,142.0050,4557
2024-11-15 17:21:00,142.0100,142.0400,142.0100,142.0400,6391
2024-11-15 17:20:00,142.0098,142.0600,142.0098,142.0250,4588
2024-11-15 17:19:00,142.0500,142.0500,142.0000,142.0100,8785
2024-11-15 17:18:00,142.0000,142.0800,141.9950,142.0500,17895
2024-11-15 17:17:00,141.9800,142.0000,141.9500,142.0000,36795
2024-11-15 17:16:00,142.0100,142.0100,141.9800,141.9800,8427
2024-11-15 17:15:00,142.0100,142.0100,141.9900,142.0095,22119
2024-11-15 17:14:00,142.0101,142.0200,142.0000,142.0050,3771
2024-11-15 17:13:00,142.0150,142.0200,142.0000,142.0100,7877
2024-11-15 17:12:00,142.0300,142.0500,142.0100,142.0100,13280
2024-11-15 17:11:00,142.0100,142.0500,142.0000,142.0250,23718
2024-11-15 17:10:00,142.0600,142.0600,142.0000,142.0200,21820
2024-11-15 17:09:00,142.0800,142.0800,142.0400,142.0600,10404
2024-11-15 17:08:00,142.0600,142.0900,142.0500,142.0600,9718
2024-11-15 17:07:00,142.0600,142.0700,142.0500,142.0550,5484
2024-11-15 17:06:00,142.0500,142.0700,142.0300,142.0550,11137
2024-11-15 17:05:00,142.0300,142.0700,142.0300,142.0600,2653
2024-11-15 17:04:00,142.0400,142.0500,142.0300,142.0400,3942
2024-11-15 17:03:00,142.0400,142.0500,142.0200,142.0400,4585
2024-11-15 17:02:00,142.0400,142.0600,142.0202,142.0301,11329
2024-11-15 17:01:00,142.0400,142.0500,142.0200,142.0400,16619
2024-11-15 17:00:00,142.0500,142.0500,142.0200,142.0300,11585
2024-11-15 16:59:00,142.0800,142.0800,142.0400,142.0500,16723
2024-11-15 16:58:00,142.0700,142.0800,142.0500,142.0650,5310
2024-11-15 16:57:00,142.0900,142.1000,142.0600,142.0800,6907
2024-11-15 16:56:00,142.0900,150.1412,141.9800,142.1000,64772
2024-11-15 16:55:00,142.1200,142.1200,142.1000,142.1000,3160
2024-11-15 16:54:00,142.1400,142.1400,139.0312,142.1200,7267
2024-11-15 16:53:00,142.1400,150.1412,138.4516,142.1300,15409
2024-11-15 16:52:00,142.1500,142.1700,142.1200,142.1400,10252
2024-11-15 16:51:00,142.1500,142.1500,142.1000,142.1350,7243
2024-11-15 16:50:00,142.1700,142.1800,142.1200,142.1500,26495
2024-11-15 16:49:00,142.1100,142.1900,142.1000,142.1701,14767
2024-11-15 16:48:00,142.1200,142.1200,142.1000,142.1100,17137
2024-11-15 16:47:00,142.0350,142.1200,139.0312,142.1100,36575
2024-11-15 16:46:00,142.0400,142.0500,138.4516,142.0300,7185
2024-11-15 16:45:00,141.9900,142.0500,141.9800,142.0350,25224
2024-11-15 16:44:00,142.0300,147.0300,141.9700,142.0000,17258
2024-11-15 16:43:00,142.0300,146.6400,142.0200,142.0300,20604
2024-11-15 16:42:00,142.0300,142.0400,140.2000,142.0300,116590
2024-11-15 16:41:00,142.0400,142.0400,142.0200,142.0300,25465
2024-11-15 16:40:00,142.0400,142.0500,141.9800,142.0400,1098710
2024-11-15 16:39:00,142.0300,142.0500,141.9999,142.0300,7369
2024-11-15 16:38:00,142.0199,142.0300,142.0000,142.0300,21342
2024-11-15 16:37:00,141.9800,142.0300,141.9700,142.0100,12937
2024-11-15 16:36:00,142.0000,142.0000,141.9700,141.9900,12790
2024-11-15 16:35:00,141.9900,142.0000,141.9800,142.0000,2824
2024-11-15 16:34:00,142.0100,142.0200,141.9800,142.0000,19000
2024-11-15 16:33:00,142.0000,142.0200,141.9900,142.0100,12010
2024-11-15 16:32:00,142.0000,142.0000,141.9800,142.0000,17592
2024-11-15 16:31:00,142.0150,142.0200,141.8600,142.0000,33379
2024-11-15 16:30:00,142.0100,142.0200,142.0000,142.0195,8476
2024-11-15 16:29:00,142.0000,142.0300,141.5400,142.0100,24218
2024-11-15 16:28:00,142.0100,142.0200,141.9900,142.0000,12423
2024-11-15 16:27:00,142.0000,142.0200,141.9900,142.0100,3424
2024-11-15 16:26:00,142.0100,142.0100,141.9900,142.0100,6971
2024-11-15 16:25:00,142.0100,142.0200,141.9900,142.0000,7243
2024-11-15 16:24:00,141.9900,142.0100,141.9800,142.0100,8618
2024-11-15 16:23:00,142.0200,142.0200,141.9800,141.9900,18238
2024-11-15 16:22:00,142.0200,142.0200,142.0000,142.0150,7863
2024-11-15 16:21:00,142.0100,142.0400,142.0000,142.0200,15799
2024-11-15 16:20:00,142.0200,142.0500,142.0000,142.0100,5446
2024-11-15 16:19:00,142.0000,142.0400,141.9800,142.0254,115356
2024-11-15 16:18:00,141.9800,142.0000,141.9600,142.0000,20063
2024-11-15 16:17:00,141.9800,141.9800,141.9600,141.9800,113934
2024-11-15 16:16:00,141.9800,141.9800,141.9400,141.9600,38551
2024-11-15 16:15:00,142.0400,142.0400,141.9600,141.9800,22901
2024-11-15 16:14:00,141.9900,142.0600,141.9800,142.0400,17639
2024-11-15 16:13:00,142.0400,143.3349,141.9800,141.9900,16373
2024-11-15 16:12:00,142.0400,142.0600,142.0300,142.0500,14378
2024-11-15 16:11:00,142.0800,142.1000,142.0000,142.0400,25427
2024-11-15 16:10:00,142.0700,142.1000,141.9800,142.0798,50273
2024-11-15 16:09:00,142.0000,142.0800,141.0612,142.0700,19295
2024-11-15 16:08:00,141.9700,143.3349,141.0612,141.9900,57976
2024-11-15 16:07:00,141.9800,142.0000,141.9600,141.9700,33441
2024-11-15 16:06:00,141.9800,142.4901,141.9600,141.9800,191412
2024-11-15 16:05:00,141.9799,141.9800,141.9500,141.9800,56498
2024-11-15 16:04:00,141.9799,141.9800,141.9500,141.9800,30932
2024-11-15 16:03:00,142.0000,142.0300,141.9600,141.9800,1617039
2024-11-15 16:02:00,141.9800,142.1000,141.9800,142.0000,205085
2024-11-15 16:01:00,142.1400,142.2323,141.8250,142.1000,220416
2024-11-15 16:00:00,141.8900,142.2000,141.8300,142.0900,41765156
2024-11-15 15:59:00,142.1000,142.1900,141.8200,141.9703,2260174
2024-11-15 15:58:00,142.0900,142.1500,142.0500,142.1086,975835
2024-11-15 15:57:00,142.0700,142.1600,142.0500,142.0950,687985
2024-11-15 15:56:00,142.1700,142.2300,142.0300,142.0750,808719
2024-11-15 15:55:00,142.2500,142.2700,141.9200,142.1699,1015621
2024-11-15 15:54:00,142.0500,142.3000,141.9800,142.2401,1145723
2024-11-15 15:53:00,141.8900,142.0900,141.8900,142.0777,688887
2024-11-15 15:52:00,141.8700,141.9300,141.8400,141.9000,403403
2024-11-15 15:51:00,141.9050,141.9100,141.7050,141.8700,701187
2024-11-15 15:50:00,141.9500,142.0800,141.8000,141.9050,937292
2024-11-15 15:49:00,141.9800,142.0000,141.9050,141.9400,374933
2024-11-15 15:48:00,141.9681,142.0100,141.8800,141.9700,857013
2024-11-15 15:47:00,141.9600,142.0400,141.9450,141.9600,565510
2024-11-15 15:46:00,141.7001,142.0100,141.7000,141.9700,685327
2024-11-15 15:45:00,141.6100,141.7300,141.5950,141.7083,1227822
2024-11-15 15:44:00,141.7050,141.7099,141.5600,141.6000,402383
2024-11-15 15:43:00,141.7400,141.7832,141.7000,141.7010,312229
2024-11-15 15:42:00,141.6601,141.7700,141.5450,141.7550,559712
2024-11-15 15:41:00,141.7300,141.7700,141.6300,141.6600,346118
2024-11-15 15:40:00,141.8150,141.8500,141.6400,141.7200,493744
2024-11-15 15:39:00,141.8750,141.8900,141.7700,141.8101,358107
2024-11-15 15:38:00,141.9888,141.9900,141.8500,141.8800,312338
2024-11-15 15:37:00,141.7800,142.0100,141.7700,141.9850,521216
2024-11-15 15:36:00,141.7701,141.8400,141.6750,141.7791,484806
2024-11-15 15:35:00,141.9850,142.0300,141.7600,141.7750,458011
2024-11-15 15:34:00,141.9800,142.0400,141.9100,141.9801,388955
2024-11-15 15:33:00,142.0350,142.0500,141.9208,141.9900,399066
2024-11-15 15:32:00,142.1350,142.1500,141.9800,142.0301,452824
2024-11-15 15:31:00,142.1700,142.2200,142.0300,142.1344,636363
2024-11-15 15:30:00,142.0600,142.3150,142.0500,142.1601,620726
2024-11-15 15:29:00,142.0200,142.1500,142.0000,142.0650,431951
2024-11-15 15:28:00,142.0350,142.0600,141.9500,142.0200,410489
2024-11-15 15:27:00,142.0650,142.1000,142.0000,142.0300,485781
2024-11-15 15:26:00,141.9752,142.1000,141.9600,142.0622,421978
2024-11-15 15:25:00,141.8000,142.0000,141.7700,141.9750,478301
2024-11-15 15:24:00,141.8610,141.9200,141.7760,141.8078,456354
2024-11-15 15:23:00,142.1050,142.1199,141.8700,141.8700,487105
2024-11-15 15:22:00,142.1750,142.1900,142.0300,142.1100,739089
2024-11-15 15:21:00,142.2500,142.3400,142.1800,142.1800,624157
2024-11-15 15:20:00,142.1300,142.2800,142.1300,142.2500,533295
2024-11-15 15:19:00,142.1021,142.2700,142.1000,142.1300,809737
2024-11-15 15:18:00,141.9900,142.1300,141.9450,142.1100,585408
2024-11-15 15:17:00,141.9100,142.0100,141.9000,141.9900,1116382
2024-11-15 15:16:00,141.8150,141.9400,141.7599,141.9100,355413
2024-11-15 15:15:00,141.7150,141.8821,141.6900,141.8162,412447
2024-11-15 15:14:00,141.8200,141.8889,141.6850,141.7200,405515
2024-11-15 15:13:00,141.8800,141.9000,141.7900,141.8209,526762
2024-11-15 15:12:00,141.7401,141.8800,141.7360,141.8800,354650
2024-11-15 15:11:00,141.6200,141.7900,141.6001,141.7400,400227
2024-11-15 15:10:00,141.4750,141.6400,141.4700,141.6250,388942
2024-11-15 15:09:00,141.5533,141.6999,141.4500,141.4800,509686
2024-11-15 15:08:00,141.6350,141.7000,141.5300,141.5540,427268
2024-11-15 15:07:00,141.8000,141.8400,141.6200,141.6300,490454
2024-11-15 15:06:00,141.8297,142.0100,141.7400,141.8000,590561
2024-11-15 15:05:00,141.9200,142.1100,141.7800,141.8300,983971
2024-11-15 15:04:00,141.6201,141.9400,141.5800,141.9277,666472
2024-11-15 15:03:00,141.5869,141.6450,141.5600,141.6250,415282
2024-11-15 15:02:00,141.4050,141.5900,141.3700,141.5900,539959
2024-11-15 15:01:00,141.4273,141.4900,141.2700,141.4050,408559
2024-11-15 15:00:00,141.3250,141.4400,141.2950,141.4200,356811
2024-11-15 14:59:00,141.2800,141.3250,141.2200,141.3200,266422
2024-11-15 14:58:00,141.2200,141.3300,141.2100,141.2835,457914
2024-11-15 14:57:00,141.1550,141.2600,141.0800,141.2200,329909
2024-11-15 14:56:00,141.0300,141.1900,140.9800,141.1501,1870182
2024-11-15 14:55:00,140.8400,141.0600,140.8400,141.0299,498386
2024-11-15 14:54:00,141.1500,141.1700,140.8400,140.8400,556425
2024-11-15 14:53:00,141.2508,141.2700,141.0900,141.1499,414639
2024-11-15 14:52:00,141.2050,141.3500,141.2000,141.2500,1737033
2024-11-15 14:51:00,141.5050,141.5200,141.1800,141.2050,544608
2024-11-15 14:50:00,141.3700,141.5500,141.3600,141.5040,484288
2024-11-15 14:49:00,141.3400,141.4300,141.3223,141.3800,320479
2024-11-15 14:48:00,141.3600,141.3800,141.2701,141.3400,367677
2024-11-15 14:47:00,141.3450,141.4600,141.3300,141.3600,655771
2024-11-15 14:46:00,141.1400,141.4000,141.0901,141.3500,668635
2024-11-15 14:45:00,141.1300,141.1900,141.0600,141.1500,457419
2024-11-15 14:44:00,140.9450,141.1600,140.9200,141.1400,530425
2024-11-15 14:43:00,141.0000,141.0000,140.8800,140.9475,349615
2024-11-15 14:42:00,140.7350,141.0533,140.6900,141.0000,685630
2024-11-15 14:41:00,140.6100,140.7400,140.6000,140.7390,428098
2024-11-15 14:40:00,140.5450,140.6299,140.5000,140.6200,306767
2024-11-15 14:39:00,140.5200,140.5800,140.4500,140.5400,306609
2024-11-15 14:38:00,140.3600,140.5500,140.3350,140.5200,347996
2024-11-15 14:37:00,140.2500,140.4700,140.2408,140.3600,253823
2024-11-15 14:36:00,140.4000,140.4200,140.2200,140.2500,273821
2024-11-15 14:35:00,140.3950,140.4600,140.3500,140.4100,249453
2024-11-15 14:34:00,140.3650,140.4400,140.3400,140.3750,367426
2024-11-15 14:33:00,140.3453,140.4500,140.3400,140.3650,318278
2024-11-15 14:32:00,140.1750,140.3700,140.1500,140.3400,373227
2024-11-15 14:31:00,140.1300,140.2400,140.1130,140.1748,251350
2024-11-15 14:30:00,140.1300,140.2467,140.1000,140.1250,494296
2024-11-15 14:29:00,140.1550,140.1999,140.1000,140.1200,306862
2024-11-15 14:28:00,140.3000,140.4000,140.1300,140.1500,392186
2024-11-15 14:27:00,140.3019,140.3101,140.2000,140.3000,429315
2024-11-15 14:26:00,140.3300,140.3999,140.2701,140.3050,239194
2024-11-15 14:25:00,140.4100,140.4980,140.3200,140.3394,923006
2024-11-15 14:24:00,140.5150,140.5400,140.3400,140.4100,455196
2024-11-15 14:23:00,140.4700,140.5800,140.4300,140.5050,279719
2024-11-15 14:22:00,140.3400,140.5100,140.3300,140.4700,310341
2024-11-15 14:21:00,140.3741,140.3900,140.2700,140.3500,283203
2024-11-15 14:20:00,140.2950,140.3800,140.2701,140.3790,268981
2024-11-15 14:19:00,140.3101,140.4200,140.2801,140.2900,372248
2024-11-15 14:18:00,140.5600,140.5700,140.3000,140.3191,356570
2024-11-15 14:17:00,140.4000,140.5800,140.4000,140.5600,330335
2024-11-15 14:16:00,140.4050,140.4600,140.3650,140.4000,285448
2024-11-15 14:15:00,140.2500,140.4200,140.2200,140.4100,459008
2024-11-15 14:14:00,140.1950,140.3200,140.1700,140.2400,579400
2024-11-15 14:13:00,140.3600,140.3700,140.0800,140.2000,1010855
2024-11-15 14:12:00,140.4200,140.4400,140.3600,140.3600,603513
2024-11-15 14:11:00,140.5800,140.5800,140.4000,140.4200,665749
2024-11-15 14:10:00,140.8200,140.8300,140.5600,140.5800,447724
2024-11-15 14:09:00,140.9901,141.0400,140.8000,140.8250,356281
2024-11-15 14:08:00,140.7750,141.0300,140.7700,141.0000,455370
2024-11-15 14:07:00,140.7000,140.7893,140.6840,140.7750,228346
2024-11-15 14:06:00,140.7400,140.7900,140.6400,140.6967,264224
2024-11-15 14:05:00,140.7150,140.7500,140.6600,140.7493,197991
2024-11-15 14:04:00,140.6400,140.7584,140.6100,140.7114,255928
2024-11-15 14:03:00,140.8100,140.8199,140.6100,140.6365,459029
2024-11-15 14:02:00,140.9100,140.9268,140.7900,140.8150,293883
2024-11-15 14:01:00,140.7441,140.9000,140.7100,140.9000,442113
2024-11-15 14:00:00,140.5700,140.7881,140.5700,140.7581,449284
2024-11-15 13:59:00,140.4300,140.5800,140.3800,140.5650,491574
2024-11-15 13:58:00,140.4150,140.4600,140.3500,140.4376,407330
2024-11-15 13:57:00,140.5700,140.5700,140.3800,140.4101,580264
2024-11-15 13:56:00,140.7400,140.7650,140.5600,140.5795,368609
2024-11-15 13:55:00,140.6685,140.7600,140.6004,140.7300,357050
2024-11-15 13:54:00,140.4710,140.6900,140.4500,140.6600,519719
2024-11-15 13:53:00,140.5600,140.6450,140.4700,140.4750,347637
2024-11-15 13:52:00,140.5589,140.6750,140.5400,140.5552,340674
2024-11-15 13:51:00,140.5300,140.6166,140.5050,140.5591,504018
2024-11-15 13:50:00,140.5400,140.6500,140.5100,140.5300,339529
2024-11-15 13:49:00,140.5799,140.6900,140.5000,140.5400,572833
2024-11-15 13:48:00,140.6499,140.7300,140.5600,140.5800,448065
2024-11-15 13:47:00,140.8446,140.8700,140.6000,140.6400,543380
2024-11-15 13:46:00,140.9000,140.9400,140.7800,140.8450,286812
2024-11-15 13:45:00,141.0300,141.0400,140.8000,140.9071,391629
2024-11-15 13:44:00,140.8950,141.0250,140.8900,141.0200,251443
2024-11-15 13:43:00,140.9500,140.9700,140.8800,140.8900,244954
2024-11-15 13:42:00,141.1000,141.1650,140.9400,140.9550,306634
2024-11-15 13:41:00,141.0910,141.1700,141.0700,141.1003,173523
2024-11-15 13:40:00,141.0750,141.1500,141.0600,141.0977,201401
2024-11-15 13:39:00,140.8900,141.0850,140.8700,141.0750,254233
2024-11-15 13:38:00,140.9899,141.0150,140.8650,140.8800,246194
2024-11-15 13:37:00,141.1100,141.1700,140.9850,140.9850,217508
2024-11-15 13:36:00,141.0700,141.1700,141.0300,141.1200,184298
2024-11-15 13:35:00,141.1100,141.2400,141.0500,141.0699,279098
2024-11-15 13:34:00,141.0750,141.2000,141.0700,141.1200,172732
2024-11-15 13:33:00,141.1400,141.1685,141.0000,141.0750,271723
